"Property ID","Property Type","Full Address","Address 1","Address 2",City,ZIP,State,Status,Specialist,"Sale Date",Price,"Down 1","Better price","Down 2","Best price","Down 3","Monthly Lease",Beds,Baths,Sq.Ft,Lot,Garage,"Year Built","Property Shown",County,Subdivision,"Date Inspected"
159003,Residential,"Address:
      
        7902 Romea St.
                  AKA 4626 N WAYSIDE DR 
              
        Locality:
    
                     77028 TX
            United States","7902 Romea St.","AKA 4626 N WAYSIDE DR",Houston,77028,TX,Available,,,"349,999","19,999","346,999","27,999","343,999",39999.00,,,,"9,416",14400,,1955,✔,Harris,"Carver Terrace",2022-10-07
68035,Land,"Address:
      
        0 Ley Rd TR 54B (TR 54B)
              
        Locality:
    
                     77028 TX
            United States","0 Ley Rd TR 54B (TR 54B)",,Houston,77028,TX,Available,,,"124,999","3,999","123,999","5,900","122,500",7999.00,,,,"12,432",,,,✔,Harris,"Rosadale Gardens",2023-09-14
197030,Land,"Address:
      
        0 King St Lot 19
              
        Locality:
    
                     77028 TX
            United States","0 King St Lot 19",,Houston,77028,TX,Available,,"Friday, May 28, 2021","73,999","2,500","72,999","3,700","71,999",5500.00,,,,,4082,,,✔,Harris,"Liberty Road Manor",2023-02-27
111032,Residential,"Address:
      
        8733 LEY RD
              
        Locality:
    
                     77028 TX
            United States","8733 LEY RD",,Houston,77028,TX,Leased,,"Wednesday, October 07, 2015","129,900","8,000","127,500","9,900","125,500",12500.00,$1099,3,1,"1,076",28800,,1950,✔,Harris,"Knollwood Estates",
162019,Residential,"Address:
      
        8209 Woodlyn Rd
              
        Locality:
    
                     77028 TX
            United States","8209 Woodlyn Rd",,Houston,77028,TX,"Sale Pending","Valarie Armenta","Friday, September 01, 2023","169,999","4,999","168,999","6,500","167,999",7999.00,,3,2,"1,306",7930,0.00,1950,✔,Harris,"Clairmont Place",
167081,Residential,"Address:
      
        4843 Shreveport Blvd
                  AKA 6913 Lockwood
              
        Locality:
    
                     77028 TX
            United States","4843 Shreveport Blvd","AKA 6913 Lockwood",Houston,77028,TX,Available,,,"169,999","6,500","168,999","7,999","167,777",10999.00,$1495,3,1,"1,128",,1.00,1960,✔,Harris,"Trinity Gardens",2023-09-12
47060,Residential,"Address:
      
        1613 Teanaway Ln
              
        Locality:
    
                     77029 TX
            United States","1613 Teanaway Ln",,Houston,77029,TX,Available,,,"230,999","7,999","231,999","9,500","235,999",10999.00,,4,2,"1,380",5940,1.00,1950,✔,Harris,"Pleasanton Manor",2023-07-09
157015,Residential,"Address:
      
        1507 Demaree Ln
              
        Locality:
    
                     77029 TX
            United States","1507 Demaree Ln",,Houston,77029,TX,Available,,,"184,900","6,999","183,900","8,900","181,900",10900.00,1499,2,1,720,5000,1.00,1950,✔,Harris,"South End Sunnyside",2023-05-06
165074,Residential,"Address:
      
        327 De Haven St
              
        Locality:
    
                     77029 TX
            United States","327 De Haven St",,Houston,77029,TX,Available,,,"176,999","5,999","175,999","6,999","174,500",9500.00,,2,1,768,5000,0.00,1940,✔,Harris,Fidelity,2023-05-06
191020,Residential,"Address:
      
        10141 Wiggins St
              
        Locality:
    
                     77029 TX
            United States","10141 Wiggins St",,Houston,77029,TX,Sold,,"Friday, March 10, 2023","169,999","7,500","168,999","8,500","167,999",10500.00,,3,1,902,5250,1.00,1950,✔,Harris,,2023-01-02
162026,Residential,"Address:
      
        266 Calloway St
              
        Locality:
    
                     77029 TX
            United States","266 Calloway St",,Houston,77029,TX,Available,,,"189,999","6,999","190,999","8,999","187,999",10900.00,,3,1,"1,044",6138,,1930,✔,Harris,"Clinton Park",2023-03-07
194059,Residential,"Address:
      
        8535 BUCROFT St.
              
        Locality:
    
                     77029 TX
            United States","8535 BUCROFT St.",,Houston,77029,TX,Sold,"John Moreno","Monday, December 19, 2022","218,500","10,999","217,500","11,999","216,500",13500.00,$1895,3,2,"1,688",6438,2.00,1966,✔,Harris,"Pleasant View",2022-11-25
204072,Residential,"Address:
      
        8614 Torcello St
              
        Locality:
    
                     77031 TX
            United States","8614 Torcello St",,Houston,77031,TX,Sold,"Gabriela Espinoza","Wednesday, June 28, 2023","249,999","9,999","248,999","11,999","247,999",13999.00,1899,4,2+,"1,617",1995,2.00,2017,✔,Harris,"Venetian Luxury Homes",2023-06-01
136054,Residential,"Address:
      
        5522 FARLEY DR
                  UNIT #B
              
        Locality:
    
                     77032 TX
            United States","5522 FARLEY DR","UNIT #B",Houston,77032,TX,Leased,"Gabriela Espinoza","Tuesday, February 28, 2023","136,999","3,999","135,999","5,500","133,999",6500.00,1199,2,1,"1,006",3186,,1983,✔,Harris,"Fountain View Sec 2",2021-08-23
136053,Residential,"Address:
      
        5518 FARLEY DR 
                  UNITS A & B (DUPLEX)
              
        Locality:
    
                     77032 TX
            United States","5518 FARLEY DR","UNITS A & B (DUPLEX)",Houston,77032,TX,Available,,,"255,999","19,999","254,999","24,999","252,999",32999.00,$1199,2,1,"1,009",3240,,1983,✔,Harris,"Fountain View",2023-06-16
170005,Commercial,"Address:
      
        8515 Martin Luther King #3
              
        Locality:
    
                     77033 TX
            United States","8515 Martin Luther King #3",,Houston,77033,TX,Sold,"Gabriela Espinoza","Friday, June 09, 2023","409,999","19,999","408,500","22,999","407,500",25999.00,$2499,,,"1,290",21250,,1985,✔,Harris,"Edgewood Terrace",2023-05-02
11920,Land,"Address:
      
        5058 Mallow St
              
        Locality:
    
                     77033 TX
            United States","5058 Mallow St",,Houston,77033,TX,Available,,,"197,999","7,999","196,999","11,999","195,999",14999.00,,,,,12600,,,✔,Harris,"Sunny Gardens",
162057,Residential,"Address:
      
        8110 SHARONDALE DR.
              
        Locality:
    
                     77033 TX
            United States","8110 SHARONDALE DR.",,Houston,77033,TX,Leased,"Martha L Cortes","Friday, October 13, 2017","113,900","5,900","111,900","6,900","109,900",8900.00,$1099,4,2,"1,566",7200,1.00,1955,✔,Harris,"BELFORT PARK SEC 7",2017-08-21
162051,Residential,"Address:
      
        5915 Ridgeway Dr
              
        Locality:
    
                     77033 TX
            United States","5915 Ridgeway Dr",,Houston,77033,TX,Available,"Vincent Bohne","Tuesday, August 22, 2023","169,999","3,750","168,999","4,999","167,999",6999.00,,3,1,"1,142",7159,1.00,1965,✔,Harris,"Edgewood Sec 4",2023-08-16
162050,Residential,"Address:
      
        5854 Hirondel
              
        Locality:
    
                     77033 TX
            United States","5854 Hirondel",,Houston,77033,TX,Sold,"Orion Rodriguez","Monday, May 01, 2023","181,900","8,500","180,900","9,900","179,500",11999.00,,3,1+,"1,599",6867,2.00,1956,✔,Harris,"Edgewood Terrace",2023-04-04
1620488,Residential,"Address:
      
        5723 Beldart St
              
        Locality:
    
                     77033 TX
            United States","5723 Beldart St",,Houston,77033,TX,Available,,,"169,999","4,999","168,999","5,999","167,999",7999.00,,3,2,"1,215",6085,0.00,1950,✔,Harris,"Belfort Park",
202049,Residential,"Address:
      
        5939 Belarbor St
              
        Locality:
    
                     77033 TX
            United States","5939 Belarbor St",,Houston,77033,TX,Available,,"Wednesday, August 02, 2023","175,599","7,999","174,277","8,999","173,277",10999.00,$1839,2,1,"1,167",6600,,1950,✔,Harris,,2023-09-13
143015,Residential,"Address:
      
        5854 Heron Dr
              
        Locality:
    
                     77033 TX
            United States","5854 Heron Dr",,Houston,77033,TX,"Sale Pending","Cynthia Garcia","Monday, August 07, 2023","248,999","9,999","247,500","11,500","246,500",13999.00,2199,4,2,"2,137",,0.00,1960,✔,Harris,"Edgewood Terrace",2023-06-01
162046,Residential,"Address:
      
        5715 Belmark St
              
        Locality:
    
                     77033 TX
            United States","5715 Belmark St",,Houston,77033,TX,Leased,,"Thursday, March 30, 2023","194,999","7,999","193,999","8,999","191,999",11999.00,$1499,3,1,"1,128",6820,1.00,1951,✔,Harris,,2023-03-03
73055,Residential,"Address:
      
        5414 NORTHRIDGE DR
              
        Locality:
    
                     77033 TX
            United States","5414 NORTHRIDGE DR",,Houston,77033,TX,Leased,,"Tuesday, November 14, 2017","112,277","6,300","110,277","7,300","107,277",8777.00,$1149,4,1,"1,165",7560,1.00,1955,✔,Harris,"Inwood Terrace",
,Residential,"Address:
      
        5711 WILLOW GLEN DR
              
        Locality:
    
                     77033 TX
            United States","5711 WILLOW GLEN DR",,Houston,77033,TX,Leased,,"Wednesday, October 10, 2018","135,900","6,900","133,900","7,900","131,500",9900.00,$1359,3,1,"1,695",6985,,1958,✔,Harris,Edgewood,2018-09-27
197078,Residential,"Address:
      
        7803 Chain St
              
        Locality:
    
                     77033 TX
            United States","7803 Chain St",,Houston,77033,TX,"Sale Pending","Orion Rodriguez","Tuesday, September 12, 2023","189,999","6,500","188,999","7,999","187,777",10999.00,1729,3,1,"1,173",6160,1.00,1965,✔,Harris,"East Sunnyside Court",2023-09-12
,Residential,"Address:
      
        10027 TOLMAN ST
              
        Locality:
    
                     77034 TX
            United States","10027 TOLMAN ST",,Houston,77034,TX,Leased,,"Monday, May 14, 2018","159,900","7,500","157,900","8,500","155,900",9900.00,$1399,4,1+,"1,306",6900,1.00,,✔,Harris,"Sun Valley",2017-11-21
205030,Residential,"Address:
      
        10912 Gulf Fwy #39
              
        Locality:
    
                     77034 TX
            United States","10912 Gulf Fwy #39",,Houston,77034,TX,Available,"Valarie Armenta","Thursday, September 21, 2023","153,999","4,500","152,999","6,999","150,999",8900.00,,2,1+,"1,272",,,2009,✔,Harris,,2023-02-17
199049,Residential,"Address:
      
        11550 Chimney Rock Rd
                  Apt. 107
              
        Locality:
    
                     77035 TX
            United States","11550 Chimney Rock Rd","Apt. 107",Houston,77035,TX,Sold,"Orion Rodriguez","Friday, August 11, 2023","119,999","4,999","118,999","5,999","117,777",7999.00,$999,1,1,810,,0.00,1971,✔,Harris,"Westbury Square",2023-05-30
204054,Residential,"Address:
      
        6633 W Airport Blvd.
                  Apt. 1408
              
        Locality:
    
                     77035 TX
            United States","6633 W Airport Blvd.","Apt. 1408",Houston,77035,TX,Sold,"Valarie Armenta","Monday, May 01, 2023","76,999","2,999","75,999","3,999","74,999",5999.00,,1,1+,946,,1.00,1981,✔,Harris,"Fondren Crossing Condos",2023-04-14
112034,Residential,"Address:
      
        12500 Sandpiper Dr
                  Apt. 1
              
        Locality:
    
                     77035 TX
            United States","12500 Sandpiper Dr","Apt. 1",Houston,77035,TX,Sold,"Cynthia Garcia","Tuesday, March 21, 2023","99,777","3,999","98,777","4,999","97,777",6999.00,,2,2,"1,140",,1.00,1981,✔,Harris,"Pipers Crossing Condos",
197075,Residential,"Address:
      
        10202 Forum Park Dr
                  #293 
              
        Locality:
    
                     77036 TX
            United States","10202 Forum Park Dr",#293,Houston,77036,TX,"Sale Pending","Gabriela Espinoza","Tuesday, August 22, 2023","77,499","2,999","76,499","3,999","75,277",6999.00,,1,1,,,,,✔,Harris,"Forum Park Condos",2023-05-30
160039,Residential,"Address:
      
        9803 Club Creek Dr # 39
              
        Locality:
    
                     77036 TX
            United States","9803 Club Creek Dr # 39",,Houston,77036,TX,"Sale Pending","Gabriela Espinoza","Monday, August 28, 2023","73,900","2,999","72,900","4,500","71,900",5900.00,,1,1+,896,,0.00,1983,✔,Harris,"Pradera TH Condo",2023-06-06
160040,Residential,"Address:
      
        9803 Club Creek Dr. #40
              
        Locality:
    
                     77036 TX
            United States","9803 Club Creek Dr. #40",,Houston,77036,TX,"Sale Pending","Gabriela Espinoza","Monday, August 28, 2023","78,999","2,500","77,999","3,999","75,999",5999.00,,1,1+,896,,,1983,✔,Harris,"Pradera TH Condo",2023-06-06
197076,Residential,"Address:
      
        10202 Forum Park Dr
                  Apt. 206
              
        Locality:
    
                     77036 TX
            United States","10202 Forum Park Dr","Apt. 206",Houston,77036,TX,Sold,"Gabriela Espinoza","Tuesday, August 22, 2023","57,999","1,999","56,999","3,999","55,999",5999.00,,1,1,754,0,1.00,1981,✔,Harris,"Forum Park T/H condo PH 2",2023-06-06
170018,Residential,"Address:
      
        1122 HAVNER LN
              
        Locality:
    
                     77037 TX
            United States","1122 HAVNER LN",,Houston,77037,TX,Leased,,"Thursday, July 02, 2020","159,000","7,500","157,999","8,999","155,999",10999.00,$1379,3,2,"1,466",5500,2.00,1971,✔,Harris,"MELROSE PARK",2018-11-26
65101,Residential,"Address:
      
        13802 Chuckwood Rd
              
        Locality:
    
                     77038 TX
            United States","13802 Chuckwood Rd",,Houston,77038,TX,Leased,,"Wednesday, December 21, 2022","224,999","9,999","223,999","11,999","222,999",13999.00,$1850,3,2,"1,848",6633,2.00,1979,✔,Harris,"Woodgate Sec 3",2022-12-10
173002,Residential,"Address:
      
        1331 PILOT POINT DR
              
        Locality:
    
                     77038 TX
            United States","1331 PILOT POINT DR",,Houston,77038,TX,Leased,,,,,,,,,,3,1,975,7056,1.00,1973,✔,Harris,Fallbrook,2019-03-13
202054,Residential,"Address:
      
        1219 Pilot Point Dr
              
        Locality:
    
                     77038 TX
            United States","1219 Pilot Point Dr",,Houston,77038,TX,Sold,"Gabriela Espinoza","Wednesday, March 01, 2023","339,999","14,999","338,777","16,999","337,500",19999.00,$2895,5,4+,"3,231",6448,,1974,✔,Harris,"Fallbrook Sec 2",2023-01-06
96048,Residential,"Address:
      
        12226 WILD PINE DR #A
              
        Locality:
    
                     77039 TX
            United States","12226 WILD PINE DR #A",,Houston,77039,TX,"Sale Pending","Martha L Cortes","Wednesday, July 19, 2023","129,999","3,999","128,999","5,555","127,500",7999.00,,,,,,,,✔,Harris,"Pine Village North",2023-06-02
203023,Residential,"Address:
      
        5783 Easthampton Dr #B
              
        Locality:
    
                     77039 TX
            United States","5783 Easthampton Dr #B",,Houston,77039,TX,Available,,,,,,,,,,3,2,"1,685",,2.00,1979,✔,Harris,"Pine Village North",2023-09-11
203024,Residential,"Address:
      
        12231 Wild Pine Dr
              
        Locality:
    
                     77039 TX
            United States","12231 Wild Pine Dr",,Houston,77039,TX,Available,,,,,,,,,,2,1+,"1,340",,2.00,1979,✔,Harris,"Pine Village North",2023-09-13
204071,Residential,"Address:
      
        4739 Sandydale Ln
              
        Locality:
    
                     77039 TX
            United States","4739 Sandydale Ln",,Houston,77039,TX,Sold,"Orion Rodriguez","Monday, July 03, 2023","224,999","8,999","223,999","10,999","222,222",13999.00,$1729,3,1+,"1,485",6600,0.00,1961,✔,Harris,"Eastex Freeway Forest",2023-04-24
155012,Residential,"Address:
      
        7410 Log Hollow Dr.
              
        Locality:
    
                     77040 TX
            United States","7410 Log Hollow Dr.",,Houston,77040,TX,Leased,,"Friday, March 10, 2023","249,500","10,999","248,500","11,999","246,500",13999.00,$1789,4,2+,"1,683",6380,,1977,✔,Harris,"Woodland Trails",2023-01-17
109036,Residential,"Address:
      
        13311 Blazey Dr.
              
        Locality:
    
                     77041 TX
            United States","13311 Blazey Dr.",,Houston,77041,TX,Sold,"Gabriela Espinoza","Friday, May 12, 2023","199,900","9,900","198,900","10,900","197,500",12900.00,$1720,2,1,985,6490,1.00,1980,✔,Harris,"Chimney Hill",2023-04-20
194069,Commercial,"Address:
      
        12734 Tanner Rd
              
        Locality:
    
                     77041 TX
            United States","12734 Tanner Rd",,Houston,77041,TX,Available,,,,"299,000",,"349,000",,399000.00,$41999,,,"57,653",256621,,1992,✔,Harris,"Hahls Suburban Farms",2023-09-15
160044,Residential,"Address:
      
        11915 GREENCANYON DR
              
        Locality:
    
                     77044 TX
            United States","11915 GREENCANYON DR",,Houston,77044,TX,Leased,,"Thursday, February 27, 2020","129,900","5,900","127,900","6,900","125,900",8900.00,$1229,3,2,"1,128",5600,1.00,1983,✔,Harris,Greensbrook,2020-02-27
205071,Residential,"Address:
      
        11806 Kingslake Forest Dr
              
        Locality:
    
                     77044 TX
            United States","11806 Kingslake Forest Dr",,Houston,77044,TX,Available,,"Monday, September 11, 2023","165,999","5,500","164,900","7,500","163,500",10499.00,$1549,3,2,"1,410",4400,0.00,2001,✔,Harris,Greensbrook,2023-09-13
171026,Residential,"Address:
      
        12963 Abalone Way
              
        Locality:
    
                     77044 TX
            United States","12963 Abalone Way",,Houston,77044,TX,Available,,"Friday, October 05, 2018",,,,,,,,3,2,"1,597",7810,2.00,1983,✔,Harris,"Parkway Forest",2023-09-22
163006,Residential,"Address:
      
        12343 Haroldson Forest Dr
              
        Locality:
    
                     77044 TX
            United States","12343 Haroldson Forest Dr",,Houston,77044,TX,Available,,,"275,999","11,999","274,500","14,999","272,500",19999.00,$2899,6,6,"3,351",7215,2.00,1979,✔,Harris,"Kings Lake Forest",2023-05-19
101063,Residential,"Address:
      
        12311 KINGS CHASE DRIVE
              
        Locality:
    
                     77044 TX
            United States","12311 KINGS CHASE DRIVE",,Houston,77044,TX,Leased,,"Friday, February 03, 2023","204,999","9,999","203,999","11,999","202,999",13999.00,$1599,3,2,"1,019",6240,2.00,1982,✔,Harris,"Kings lake forest",2023-01-03
171034,Residential,"Address:
      
        11874 Greenloch Ln
              
        Locality:
    
                     77044 TX
            United States","11874 Greenloch Ln",,Houston,77044,TX,Available,,,"167,999","5,999","166,777","6,999","165,555",9999.00,,2,2,"1,001",4400,1.00,1984,✔,Harris,Greensbrook,2023-09-12
167092,Residential,"Address:
      
        12803 ABALONE WAY 
              
        Locality:
    
                     77044 TX
            United States","12803 ABALONE WAY",,Houston,77044,TX,Sold,,"Wednesday, March 01, 2023","219,999","8,900","218,999","9,999","217,500",11999.00,,3,2,"1,553",7150,2.00,1980,✔,Harris,"Parkway Forest",2023-01-12
174016,Residential,"Address:
      
        12226 Greensbrook Forest Dr
              
        Locality:
    
                     77044 TX
            United States","12226 Greensbrook Forest Dr",,Houston,77044,TX,Available,,,"204,999","5,500","203,999","6,999","202,999",8999.00,,3,1,972,5513,0.00,2002,✔,Harris,"Greensbrook Sec 4",
14034,Residential,"Address:
      
        8607 Sherrywood Dr
              
        Locality:
    
                     77044 TX
            United States","8607 Sherrywood Dr",,Houston,77044,TX,Leased,,"Monday, August 30, 2021","179,999","8,999","178,999","10,999","177,999",12999.00,$1799,3,2,"1,470",6954,2.00,1979,✔,Harris,"Parkway Forest",2021-09-01
167036,Residential,"Address:
      
        11919 GREENMESA DR
              
        Locality:
    
                     77044 TX
            United States","11919 GREENMESA DR",,Houston,77044,TX,Leased,,"Sunday, March 18, 2018","132,777","5,999","131,777","6,999","129,777",8999.00,$1195,3,1,"1,050",4400,,2006,✔,Harris,Greensbrook,2018-01-10
173027,Residential,"Address:
      
        11942 Greensbrook Forest Dr 
              
        Locality:
    
                     77044 TX
            United States","11942 Greensbrook Forest Dr",,Houston,77044,TX,Available,,"Thursday, September 17, 2020","179,999","6,500","178,999","7,999","177,777",11999.00,1999,3,2,"1,188",4400,1.00,2003,✔,Harris,Greensbrook,2023-05-26
172007,Land,"Address:
      
        11831 Kingslake Forest Dr
              
        Locality:
    
                     77044 TX
            United States","11831 Kingslake Forest Dr",,Houston,77044,TX,Available,,,"72,999","2,500","71,999","3,900","70,999",5500.00,$650,,,"4,400",,,,✔,Harris,Greensbrook,2023-02-27
173028,Residential,"Address:
      
        11919 Kingslake Forest Drive
              
        Locality:
    
                     77044 TX
            United States","11919 Kingslake Forest Drive",,Houston,77044,TX,Leased,,"Tuesday, October 01, 2019","129,500","5,900","127,900","6,900","126,500",8900.00,$1139,3,2,"1,120",4400,1.00,2002,✔,Harris,Greensbrook,2019-10-01
205046,Residential,"Address:
      
        11834 Greenloch Ln
              
        Locality:
    
                     77044 TX
            United States","11834 Greenloch Ln",,Houston,77044,TX,Sold,"Cynthia Garcia","Friday, March 31, 2023","162,500","6,500","161,500","7,500","160,500",9500.00,$1395,2,2,"1,007",4400,1.00,1983,✔,Harris,GREENSBROOK,2023-03-01
148021,Residential,"Address:
      
        11007 Sunturf Ln
              
        Locality:
    
                     77044 TX
            United States","11007 Sunturf Ln",,Houston,77044,TX,Available,"Cynthia Garcia","Thursday, August 24, 2023","253,999","8,999","252,999","11,999","251,777",14999.00,1879,3,1,"1,612",16250,0.00,1979,✔,Harris,"Meadowlake Tract A",2023-09-11
204019,Residential,"Address:
      
        12015 Greencanyon Dr
              
        Locality:
    
                     77044 TX
            United States","12015 Greencanyon Dr",,Houston,77044,TX,Available,,,"175,999","6,500","174,999","8,000","173,500",11999.00,$1499,3,2,"1,262",4400,1.00,1999,✔,Harris,Greensbrook,2023-05-19
204023,Residential,"Address:
      
        3322 Windy Royal Dr
              
        Locality:
    
                     77045 TX
            United States","3322 Windy Royal Dr",,Houston,77045,TX,Sold,"Orion Rodriguez","Thursday, April 20, 2023","225,999","8,999","224,999","9,999","223,999",11999.00,1895,3,2,"1,293",5460,2.00,1983,✔,Harris,"Glen Iris Sec 4",2023-04-13
112032,Land,"Address:
      
        0 BOYNTON DR
                  Frontage on Orem Dr
              
        Locality:
    
                     77045 TX
            United States","0 BOYNTON DR","Frontage on Orem Dr",Houston,77045,TX,Available,,,"139,999","5,999","137,999","6,999","135,500",9990.00,,,,"33,950",,,,✔,Harris,"Willow Glen",2023-06-01
157012,Residential,"Address:
      
        14418 INSLEY ST
              
        Locality:
    
                     77045 TX
            United States","14418 INSLEY ST",,Houston,77045,TX,Leased,,,,,,,,,,3,2,"1,107",5610,,1965,✔,Harris,,
199010,Residential,"Address:
      
        4222 Brookston St
              
        Locality:
    
                     77045 TX
            United States","4222 Brookston St",,Houston,77045,TX,Sold,"Moises Molinari","Monday, June 05, 2023","234,999","8,999","233,999","9,999","232,999",11999.00,$1849,3,2,"1,536",6270,2.00,1960,✔,Harris,"Brentwood Sec 2",2023-04-13
198053,Residential,"Address:
      
        4918 Heatherbloom Dr
              
        Locality:
    
                     77045 TX
            United States","4918 Heatherbloom Dr",,Houston,77045,TX,Available,,"Wednesday, July 12, 2023","229,999","7,999","228,999","9,999","227,777",11999.00,1839,3,2,"1,176",7740,2.00,1963,✔,Harris,Heatherbloom,2023-06-13
199012,Residential,"Address:
      
        4407 Tidewater Dr
              
        Locality:
    
                     77045 TX
            United States","4407 Tidewater Dr",,Houston,77045,TX,Sold,"John Moreno",,"264,999","10,999","263,999","11,999","262,999",13999.00,,5,2,"2,118",7720,2.00,1960,✔,Harris,"Brentwood Sec 1",2023-02-15
202057,Residential,"Address:
      
        13211 Ambrose St
              
        Locality:
    
                     77045 TX
            United States","13211 Ambrose St",,Houston,77045,TX,Available,,,"203,999","6,500","202,999","8,500","201,999",10500.00,,3,1,910,12455,0.00,1982,✔,Harris,"Glen Iris Sec 3",2023-07-05
200038,Residential,"Address:
      
        3123 Wuthering Heights Dr.
              
        Locality:
    
                     77045 TX
            United States","3123 Wuthering Heights Dr.",,Houston,77045,TX,Sold,,"Thursday, August 03, 2023","219,999","8,999","218,999","9,999","217,777",11999.00,1769,3,2,"1,193",5250,1.00,1978,✔,Harris,,2023-05-29
,Residential,"Address:
      
        4223 Tidewater Dr
              
        Locality:
    
                     77045 TX
            United States","4223 Tidewater Dr",,Houston,77045,TX,Available,,,"279,999","11,999","278,999","13,999","277,777",15999.00,2399,4,2,"2,320",6955,0.00,1959,✔,Harris,Brentwood,2023-09-13
160048,Residential,"Address:
      
        4318 Howcher St
              
        Locality:
    
                     77047 TX
            United States","4318 Howcher St",,Houston,77047,TX,Sold,"Gabriela Espinoza","Friday, September 01, 2023","226,999","7,999","225,999","9,500","224,999",11999.00,1899,3,2,"1,257",6600,1.00,1956,✔,harris,"Bayou Terrace",2023-06-12
166038,Residential,"Address:
      
        13210 Adler Dr
              
        Locality:
    
                     77047 TX
            United States","13210 Adler Dr",,Houston,77047,TX,Sold,"Cynthia Garcia","Monday, April 03, 2023","189,999","7,999","188,888","8,999","187,777",10999.00,$1699,3,1+,"1,188",8497,1.00,1955,✔,Harris,"Canterbury Village",2023-03-08
159044,Residential,"Address:
      
        3610 CORK DR
              
        Locality:
    
                     77047 TX
            United States","3610 CORK DR",,Houston,77047,TX,Leased,,"Monday, October 17, 2022","188,995","8,999","187,277","10,999","186,000",12999.00,$1499,3,1+,950,5670,1.00,1968,✔,Harris,"South Acres Estates",2023-02-07
113060,Residential,"Address:
      
        10818 CARLTON DR
              
        Locality:
    
                     77047 TX
            United States","10818 CARLTON DR",,Houston,77047,TX,Available,,"Tuesday, January 12, 2016","189,999","4,999","188,999","6,500","187,999",7999.00,,3,1,"1,246",5775,,1964,✔,Harris,"South Acres Estate",
128032,Residential,"Address:
      
        11607 Mosscrest Dr
              
        Locality:
    
                     77048 TX
            United States","11607 Mosscrest Dr",,Houston,77048,TX,Sold,"Evelyn Pacheco","Thursday, May 18, 2023","210,499","7,999","209,499","10,999","208,499",14999.00,$1750,4,2,"1,194",4648,0.00,2007,✔,Harris,"Umland Park",2023-04-25
136045,Residential,"Address:
      
        11011 GLENHOLLOW DR
              
        Locality:
    
                     77048 TX
            United States","11011 GLENHOLLOW DR",,Houston,77048,TX,Leased,,"Tuesday, August 30, 2016","129,999","7,500","127,500","8,500","124,999",9999.00,$1169,3,2,"1,072",8474,2.00,1970,✔,Harris,"Crestmont Park Sec 2",
,Residential,"Address:
      
        5139 Howcher St
              
        Locality:
    
                     77048 TX
            United States","5139 Howcher St",,Houston,77048,TX,Available,,,"226,999","7,999","225,777","9,999","224,777",11999.00,1899,3,2,"1,325",11044,2.00,1961,✔,Harris,"Crestmont Park",2023-09-11
65098,Residential,"Address:
      
        11607 Jutland Rd
              
        Locality:
    
                     77048 TX
            United States","11607 Jutland Rd",,Houston,77048,TX,"Sale Pending","Gabriela Espinoza","Friday, September 01, 2023","232,499","7,500","231,499","8,999","230,277",10999.00,1899,3,2,"1,731",,2.00,1964,✔,Harris,"Crestmon Park",2023-06-29
205050,Residential,"Address:
      
        12807 Redfern Dr. 
              
        Locality:
    
                     77048 TX
            United States","12807 Redfern Dr.",,Houston,77048,TX,Leased,"Martha L Cortes","Tuesday, May 03, 2022","217,999","8,900","216,999","10,999","215,500",12999.00,$1639,3,2,"1,457",,2.00,1982,✔,Harris,"KING ESTATES",2022-04-27
204050,Residential,"Address:
      
        5523 Greylog Dr
              
        Locality:
    
                     77048 TX
            United States","5523 Greylog Dr",,Houston,77048,TX,Sold,"Gabriela Espinoza","Wednesday, June 14, 2023","239,999","9,999","238,999","11,999","237,777",13999.00,$1799,4,2,"1,692",6842,2.00,1960,✔,Harris,"CRESTMONT PARK",2023-05-30
188020,Residential,"Address:
      
        5611 Elm Tree Dr
              
        Locality:
    
                     77048 TX
            United States","5611 Elm Tree Dr",,Houston,77048,TX,Leased,"Gabriela Espinoza","Thursday, January 05, 2023","179,500","7,999","178,500","9,299","177,500",11498.00,$1595,3,2,"1,551",6859,1.00,1961,✔,Harris,"Crestmont Park",2023-05-15
189009,Residential,"Address:
      
        14902 Arvonshire Ct
              
        Locality:
    
                     77049 TX
            United States","14902 Arvonshire Ct",,Houston,77049,TX,Available,,"Wednesday, August 16, 2023","379,999","14,500","377,999","18,999","375,999",24999.00,$2990,3,3,"2,906",8887,3.00,2007,✔,Harris,"New Forest West",2023-05-24
47023,Land,"Address:
      
        18943 Rio Villa Dr
              
        Locality:
    
                     77049 TX
            United States","18943 Rio Villa Dr",,Houston,77049,TX,Available,,,"39,999","2,399","38,999","3,999",,,,,,,8560,,,✔,Harris,"Rio VIlla",
160027,Residential,"Address:
      
        14011 HOLLOW PINES CT.
              
        Locality:
    
                     77049 TX
            United States","14011 HOLLOW PINES CT.",,Houston,77049,TX,Leased,"Martha L Cortes","Friday, May 13, 2022","204,999","9,999","203,999","11,999","202,500",13999.00,$1649,3,2,"1,300",8400,2.00,1979,✔,Harris,"Pine Trails Sec 8",2022-04-28
113053,Residential,"Address:
      
        17214 FOLSOM DR
              
        Locality:
    
                     77049 TX
            United States","17214 FOLSOM DR",,Houston,77049,TX,Available,,"Thursday, October 01, 2020","169,999","5,999","168,999","7,500","167,500",9999.00,,3,1,"1,244",5500,2.00,1970,✔,Harris,"Sheldon Woods",2023-04-11
