"Property ID","Property Type","Full Address","Address 1","Address 2",City,ZIP,State,Status,Specialist,"Sale Date",Price,"Down 1","Better price","Down 2","Best price","Down 3","Monthly Lease",Beds,Baths,Sq.Ft,Lot,Garage,"Year Built","Property Shown",County,Subdivision,"Date Inspected"
174127,Residential,"Address:
      
        401 Mid Lane
              
        Locality:
    
                     77371 TX
            United States","401 Mid Lane",,Shepherd,77371,TX,Available,,,"171,999","4,900","170,500","6,999","169,500",8999.00,,,,"1,957",43560,0.00,1975,✔,"San Jacinto","Lake Tejas",
215169,Residential,"Address:
      
        200 Halleluiah St
              
        Locality:
    
                     77371 TX
            United States","200 Halleluiah St",,Shepherd,77371,TX,Sold,"John Moreno","Monday, April 03, 2023","67,999","1,999","66,999","2,999","65,999",3999.00,,3,1,"1,352",,0.00,1965,✔,"San Jacinto",Tiberia,
198132,Land,"Address:
      
        0 Woodland Lakes Dr
                  Lot Reserve C
              
        Locality:
    
                     77371 TX
            United States","0 Woodland Lakes Dr","Lot Reserve C",Shepherd,77371,TX,Available,,,"47,999",999,"46,999","1,999","45,999",3500.00,,,,"12,661",12661,,,✔,"San Jacinto","Woodland Lakes",2023-06-19
204073,Residential,"Address:
      
        167 County Road 3665 W
              
        Locality:
    
                     77372 TX
            United States","167 County Road 3665 W",,Splendora,77372,TX,Available,,,"189,999","7,500","188,999","8,999","187,500",10999.00,,,,,,,,✔,Montgomery,,2023-04-25
199038,Residential,"Address:
      
        27649 County Road 3745
              
        Locality:
    
                     77372 TX
            United States","27649 County Road 3745",,Splendora,77372,TX,Sold,"Mirian Pahua","Friday, August 04, 2023","254,999","9,999","253,999","10,999","252,999",12999.00,,3,2,"1,456",138085,,2000,✔,Liberty,"Southern Crossing",2023-05-27
199002,Residential,"Address:
      
        25753 Chestnut Ln
              
        Locality:
    
                     77372 TX
            United States","25753 Chestnut Ln",,Splendora,77372,TX,Available,,,"250,900","7,800","249,500","9,999","248,000",11999.00,,4,2,"2,125",9601,2.00,1975,✔,Montgomery,"White Oak Plantation",2023-09-20
194080,Residential,"Address:
      
        89 County Road 3611
              
        Locality:
    
                     77372 TX
            United States","89 County Road 3611",,Splendora,77372,TX,Sold,"Cynthia Garcia","Monday, April 24, 2023","69,999","1,999","68,999","3,500","67,500",5500.00,,2,1,784,11120,0.00,1995,✔,Liberty,"San Jacinto",2023-04-04
67048,Residential,"Address:
      
        14433 Long Lake
              
        Locality:
    
                     77372 TX
            United States","14433 Long Lake",,Splendora,77372,TX,Available,,,"189,999","6,999","188,999","9,999","187,555",12500.00,,3,1+,"1,576",21401,0.00,1970,✔,Montgomery,"Lake Splendora",2023-09-09
171084,Land,"Address:
      
        0 County Road 349 Lot 56
              
        Locality:
    
                     77372 TX
            United States","0 County Road 349 Lot 56",,Splendora,77372,TX,Available,,"Wednesday, April 10, 2019","37,999","2,499","35,900","3,499","32,999",4999.00,,,,"8,712",,,,✔,Liberty,"Riverside Plaza",2021-08-24
,Land,"Address:
      
        0 Ferguson Dr. Lot 30
              
        Locality:
    
                     77372 TX
            United States","0 Ferguson Dr. Lot 30",,Cleveland,77372,TX,Available,,"Friday, July 26, 2019","80,999","3,999",,,,,,,,"12,600",,,,✔,Liberty,"Cypress Lakes",2019-07-26
66880,Land,"Address:
      
        70 County Road 3610
              
        Locality:
    
                     77372 TX
            United States","70 County Road 3610",,Splendora,77372,TX,Available,,,"69,999","1,499","68,999","3,500","67,999",5500.00,,,,"22,240",22240,,,✔,Liberty,"San Jacinto",2023-09-09
201010,Land,"Address:
      
        0 COUNTY ROAD 3707 TX
                  Lot 1 and 12
              
        Locality:
    
                     77372 TX
            United States","0 COUNTY ROAD 3707 TX","Lot 1 and 12",Splendora,77372,TX,Unavailable,,,"139,999","5,900","138,999","6,999","137,999",9999.00,,,,,,,,✔,Liberty,"HARVEST ACRES",2022-04-25
194038,Land,"Address:
      
        0 Main St. (TRACT 5A-4)
              
        Locality:
    
                     77372 TX
            United States","0 Main St. (TRACT 5A-4)",,Splendora,77372,TX,Available,,"Friday, September 10, 2021","94,999","3,999","93,777","4,999","92,777",6999.00,,,,,,,,✔,Montgomery,"A0552 TAYLOR WM S",2023-04-25
132025,Residential,"Address:
      
        22706 Hawkwood Dr
              
        Locality:
    
                     77373 TX
            United States","22706 Hawkwood Dr",,Spring,77373,TX,Sold,"Gabriela Espinoza","Wednesday, August 02, 2023","242,999","7,999","241,999","10,999","240,777",13777.00,,3,2,"1,776",6300,2.00,1982,✔,Harris,"Post Wood Sec 4",2023-06-08
198052,Residential,"Address:
      
        5410 Dibello Forest Ln
              
        Locality:
    
                     77373 TX
            United States","5410 Dibello Forest Ln",,Spring,77373,TX,Available,,,"266,999","9,999","265,999","11,900","264,999",13999.00,,3,2,"2,112",,2.00,1978,✔,Harris,,2023-09-12
203021,Residential,"Address:
      
        23206 Briarcreek Blvd
              
        Locality:
    
                     77373 TX
            United States","23206 Briarcreek Blvd",,Spring,77373,TX,Available,,,,,,,,,,,,"1,523",6608,2.00,1979,✔,Harris,"Timber Lane Sec 2",
135032,Residential,"Address:
      
        3114 Clear Wing Ct
              
        Locality:
    
                     77373 TX
            United States","3114 Clear Wing Ct",,Spring,77373,TX,Available,,"Tuesday, August 31, 2021","209,999","6,900","208,999","8,999","207,500",10999.00,,3,1,936,4500,0.00,1983,✔,Harris,"Cypress Trails Of Timberlane",2023-05-23
173046,Residential,"Address:
      
        3126 Clear Wing Dr
              
        Locality:
    
                     77373 TX
            United States","3126 Clear Wing Dr",,Spring,77373,TX,Leased,,,"213,999","9,999","212,999","11,999","211,999",13999.00,$1699,3,2,"1,088",3080,1.00,1983,✔,Harris,"Cypress Trails of Timberlane",2023-01-23
201106,Residential,"Address:
      
        21931 Holly Branch Dr
              
        Locality:
    
                     77375 TX
            United States","21931 Holly Branch Dr",,Tomball,77375,TX,Sold,,"Tuesday, May 02, 2023","292,999","15,999","291,999","17,999","290,500",20999.00,$2450,3,2+,"2,500",5500,2.00,2002,✔,Harris,"Willow Dell Sec 1",2023-05-22
205067,Residential,"Address:
      
        215 Blackshear St
              
        Locality:
    
                     77375 TX
            United States","215 Blackshear St",,Tomball,77375,TX,Available,,,"183,500","6,300","182,500","7,900","181,500",11999.00,$1699,3,1,936,6730,0.00,1953,✔,Harris,"TR 6B ABST 629 J PRUITT",2023-09-21
135035,Residential,"Address:
      
        25303 Pinyon Hill Trl
              
        Locality:
    
                     77375 TX
            United States","25303 Pinyon Hill Trl",,Tomball,77375,TX,Leased,"Martha L Cortes","Tuesday, June 29, 2021","464,999","23,500","462,999","26,999","459,999",31999.00,$3495,4,3+,"3,385",19111,3.00,2018,✔,Harris,"Fairway Farms",2021-06-22
194081,Residential,"Address:
      
        12107 Westwold Dr
              
        Locality:
    
                     77377 TX
            United States","12107 Westwold Dr",,Tomball,77377,TX,Available,,"Friday, October 14, 2022","236,999","8,999","235,999","9,999","234,999",11999.00,,3,1+,"1,084",5852,1.00,1983,✔,Harris,"Westbourne Sec !",2023-09-20
24013,Land,"Address:
      
        14274 N Highway 75
              
        Locality:
    
                     77378 TX
            United States","14274 N Highway 75",,Willis,77378,TX,Available,,,,,,,,,,,,"130,680",,,,✔,Montgomery,,2023-04-24
199037,Residential,"Address:
      
        206 W Powell St
              
        Locality:
    
                     77378 TX
            United States","206 W Powell St",,Willis,77378,TX,Available,,"Thursday, September 15, 2022","139,999","2,500","137,999","3,999","136,500",5999.00,,3,1,"1,117",6875,0.00,1975,✔,Montgomery,"Willis Town",2023-04-24
192091,Land,"Address:
      
        0 Sam Houston St
                  LOT 7
              
        Locality:
    
                     77378 TX
            United States","0 Sam Houston St","LOT 7",Willis,77378,TX,Available,,,,,,,,,,,,,9750,,,✔,"Montgomery County","Texas National 02",
189013,Residential,"Address:
      
        26 Kingscote Way
              
        Locality:
    
                     77382 TX
            United States","26 Kingscote Way",,Spring,77382,TX,Available,,,"1,599,000","99,900","1,597,000","115,000","1,595,000",130000.00,$13999,5,5,"5,815",12575,3.00,2011,✔,Montgomery,"Carlton Woods",2023-04-12
,Residential,"Address:
      
        18227 Tall Cypress Dr
              
        Locality:
    
                     77388 TX
            United States","18227 Tall Cypress Dr",,Spring,77388,TX,Available,,,"259,999","7,500","258,999","8,900","257,999",10900.00,,4,2+,"2,198",9450,2.00,1976,✔,Harris,"Cypressdale Sec 2",2023-08-10
120024,Land,"Address:
      
        0 ACKLEY DR LOT 213 & 219
              
        Locality:
    
                     77393 TX
            United States","0 ACKLEY DR LOT 213 & 219",,Humble,77393,TX,Sold,"John Moreno","Monday, May 01, 2023","37,900","1,999","34,900","3,200","32,900",5200.00,,,,"19,448",,,,✔,Harris,"Oak Knoll Estates",2022-07-05
120077,Land,"Address:
      
        0 SOUTH BEND LN
                  Lots 281, 282, 284, 285, 286, 287
              
        Locality:
    
                     77396 TX
            United States","0 SOUTH BEND LN","Lots 281, 282, 284, 285, 286, 287",Humble,77396,TX,Available,,,"31,999","1,499","29,999","2,499","27,999",3999.00,,,,"65,750",,,,✔,Harris,"Oak Knoll Estates",2022-07-05
120061,Land,"Address:
      
        0 Peachtex Dr. Lot 214
              
        Locality:
    
                     77396 TX
            United States","0 Peachtex Dr. Lot 214",,Humble,77396,TX,Available,"Orion Rodriguez","Friday, June 16, 2023","30,999","1,999","29,777","3,499","27,999",4499.00,,,,"8,496",8496,,,✔,Harris,"Oak Knoll Estates",2022-07-05
120042,Land,"Address:
      
        0 CANDLEBERRY DR.
                  Lots 272, 273, 274, 275, 276, 277, 278, 279
              
        Locality:
    
                     77396 TX
            United States","0 CANDLEBERRY DR.","Lots 272, 273, 274, 275, 276, 277, 278, 279",Humble,77396,TX,Available,,"Monday, April 05, 2021","114,999","5,999","112,999","7,999","110,999",9999.00,,,,"72,806",,,,✔,Harris,"Oak Knoll Estates",2022-07-05
,Land,"Address:
      
        0 Britany Ln
              
        Locality:
    
                     77396 TX
            United States","0 Britany Ln",,Humble,77396,TX,Available,,,,,,,,,,,,,,,,✔,Harris,"Oak Knoll Estates",
,Land,"Address:
      
        0 Peachtex Dr. Lots 215, 216, 217, & 218
              
        Locality:
    
                     77396 TX
            United States","0 Peachtex Dr. Lots 215, 216, 217, & 218",,Humble,77396,TX,Available,,,,,,,,,,,,,50105,,,✔,Harris,"Oak Knoll Estates",
120079,Land,"Address:
      
        13711 AKA 0 SOUTH BEND LN
                  Lot 283
              
        Locality:
    
                     77396 TX
            United States","13711 AKA 0 SOUTH BEND LN","Lot 283",Humble,77396,TX,Available,,,"31,999","1,999","29,999","3,500","28,999",5999.00,,,,"7,200",,,,✔,Harris,"Oak Knoll Estates",2022-07-03
120023,Land,"Address:
      
        7615 AKA 0 Ackley Dr. (Lot 161)
              
        Locality:
    
                     77396 TX
            United States","7615 AKA 0 Ackley Dr. (Lot 161)",,Humble,77396,TX,Available,,,"30,999","1,999","29,777","3,499","27,999",4499.00,,,,,7420,,,✔,Harris,"Oak Knoll Estates",
120084,Land,"Address:
      
        0 Sweet Cherry (Lots 220-225)
              
        Locality:
    
                     77396 TX
            United States","0 Sweet Cherry (Lots 220-225)",,Houston,77396,TX,Available,,,"89,900","4,499","87,500","5,499","84,500",6499.00,,,,"57,748",,,,✔,Harris,"Oak Knoll Estates",2022-07-05
197057,Residential,"Address:
      
        5919 Woodview Dr
              
        Locality:
    
                     77396 TX
            United States","5919 Woodview Dr",,Humble,77396,TX,Available,,,"211,999","6,999","209,999","8,999","208,499",10999.00,,3,2,"1,100",11500,0.00,2004,✔,Harris,"Glen Lee Place",2023-08-10
204046,Residential,"Address:
      
        3626 Cyril Dr.
              
        Locality:
    
                     77396 TX
            United States","3626 Cyril Dr.",,Humble,77396,TX,Sold,"John Moreno","Tuesday, May 02, 2023","229,999","9,500","228,999","11,999","227,777",14999.00,$1850,3,2+,"1,652",,2.00,1983,✔,Harris,"ATASCOCITA FOREST",2023-03-14
65100,Residential,"Address:
      
        14911 Grand Prairie Dr
              
        Locality:
    
                     77396 TX
            United States","14911 Grand Prairie Dr",,Humble,77396,TX,Leased,"Valarie Armenta","Friday, May 12, 2023","199,999","8,999","198,999","9,999","197,999",11999.00,$1799,3,2,"1,240",,0.00,1969,✔,Harris,"Eastex Oaks Village",2023-05-05
197044,Residential,"Address:
      
        5915 Woodview Dr
              
        Locality:
    
                     77396 TX
            United States","5915 Woodview Dr",,Humble,77396,TX,Available,,,,,,,,,,3,2,"1,200",11000,0.00,2003,✔,Harris,"Glen Lee Place",2023-08-10
,Residential,"Address:
      
        4571 Elm St
              
        Locality:
    
                     77401 TX
            United States","4571 Elm St",,Bellaire,77401,TX,Sold,"Martha L Cortes","Friday, July 21, 2023","979,000","97,900",,,,,,3,2+,"3,148",8100,2.00,1999,✔,Harris,,2023-06-14
130053,Residential,"Address:
      
        160 County Road 162 
              
        Locality:
    
                     77414 TX
            United States","160 County Road 162",,"Bay City",77414,TX,Available,,,"47,999","1,999","45,999","3,500","43,999",4999.00,,2,2,980,15507,,1972,✔,Matagorda,,2023-03-26
130057,Land,"Address:
      
        0 RAVEN LANE
                  Lot 1077-1078
              
        Locality:
    
                     77414 TX
            United States","0 RAVEN LANE","Lot 1077-1078",Clemville,77414,TX,Available,,,"34,900","1,999","32,900","2,999","30,900",4499.00,,,,"17,307",,,,✔,Matagorda,,2020-01-18
130061,Residential,"Address:
      
        1200 Rugeley St
              
        Locality:
    
                     77414 TX
            United States","1200 Rugeley St",,"Bay City",77414,TX,Available,,,"163,999","4,999","162,999","5,999","161,999",7999.00,,3,1+,"1,541",7492,0.00,1975,✔,Matagorda,"Moores 2nd",2023-07-25
195052,Residential,"Address:
      
        1329 Adams Rd
              
        Locality:
    
                     77414 TX
            United States","1329 Adams Rd",,"Bay City",77414,TX,Available,,"Thursday, November 17, 2022","149,899","4,500","148,455","5,999","147,400",8999.00,,3,1,"1,664",43560,2.00,1940,✔,Matagorda,"Boman & Williams",2023-06-01
101056,Residential,"Address:
      
        343 CR 272 CHURCH RD
              
        Locality:
    
                     77414 TX
            United States","343 CR 272 CHURCH RD",,Sargent,77414,TX,Available,,,"61,999","2,999","60,777","3,999","59,500",5999.00,,2,1,"1,151",22651,,1940,✔,Matagorda,"Thomas Williams",2023-01-16
173034,Residential,"Address:
      
        1501 & 1502 Little John Drive 
                  Block 15 Lot 1 & 2
              
        Locality:
    
                     77414 TX
            United States","1501 & 1502 Little John Drive","Block 15 Lot 1 & 2",Sargent,77414,TX,Available,,,"46,900","2,499","44,900","3,999","42,900",4999.00,,,,"4,180",,0.00,,✔,Matagorda,"Camelot Forest",2022-02-28
190022,Land,"Address:
      
        0 Holly Lane LOT 695-696 & 715-716
              
        Locality:
    
                     77414 TX
            United States","0 Holly Lane LOT 695-696 & 715-716",,Clemville,77414,TX,Available,,"Thursday, December 03, 2020","36,999","1,999","35,999","2,999","34,999",4500.00,,,,"29,969",,,,✔,Matagorda,"El Dorado",2020-12-03
190025,Land,"Address:
      
        0 Holly Lane LOT 697 & 713-714
              
        Locality:
    
                     77414 TX
            United States","0 Holly Lane LOT 697 & 713-714",,Clemville,77414,TX,Available,,"Thursday, December 03, 2020","29,999","1,999","28,999","2,999","27,999",3999.00,,,,"22,476",,,,✔,Matagorda,"El Dorado",2020-12-03
101049,Residential,"Address:
      
        1408 Austin St
              
        Locality:
    
                     77414 TX
            United States","1408 Austin St",,"Bay City",77414,TX,Available,,,"117,999","3,999","115,999","5,500","113,999",8999.00,,2,2,"1,561",6500,0.00,1920,✔,Matagorda,,
61010,Land,"Address:
      
        2809 MOORE AVE
              
        Locality:
    
                     77414 TX
            United States","2809 MOORE AVE",,"Bay City",77414,TX,Sold,"Orion Rodriguez","Monday, June 12, 2023","16,999","1,999","15,777","2,999","14,500",4500.00,,,,"7,492",,,1940,✔,Matagorda,"Prk Ex",2020-01-20
,Land,"Address:
      
        2901 SIMS
              
        Locality:
    
                     77414 TX
            United States","2901 SIMS",,"Bay City",77414,TX,Available,,,"24,999",499,"23,999","1,499","22,777",2900.00,,,,,,,,✔,Matagorda,"PARK EXT",2022-02-04
200028,Land,"Address:
      
        0 Highway 59
              
        Locality:
    
                     77417 TX
            United States","0 Highway 59",,Beasley,77417,TX,Available,,,,,,,,,,,,"4,879",4879,,,✔,"Fort Bend",,2023-06-08
130060,Residential,"Address:
      
        108 BOUNTY ST
              
        Locality:
    
                     77419 TX
            United States","108 BOUNTY ST",,Blessing,77419,TX,Available,,"Friday, April 14, 2023","89,999","2,500","88,999","3,500","87,999",5999.00,,4,1,"2,236",20778,0.00,1982,✔,Matagorda,"Oak Hollow",2020-01-18
129047,Land,"Address:
      
        0 FM 2611
                  Lot 32B1A
              
        Locality:
    
                     77422 TX
            United States","0 FM 2611","Lot 32B1A",Brazoria,77422,TX,Available,,"Monday, April 08, 2019","99,999","4,900","97,999","5,900","95,999",7900.00,,,,"196,020",,,,✔,Brazoria,"San Bernard",2021-09-01
126025,Residential,"Address:
      
        1580 Channel Dr
              
        Locality:
    
                     77422 TX
            United States","1580 Channel Dr",,Brazoria,77422,TX,Available,,,"64,500","1,999","63,500","3,500","61,999",5999.00,,2,1,756,5227,0.00,1955,✔,Brazoria,Upton-Bailey,
188022,Residential,"Address:
      
        5589 County Road 469
              
        Locality:
    
                     77422 TX
            United States","5589 County Road 469",,Brazoria,77422,TX,Available,,,"166,999","6,999","165,777","8,999","164,500",11999.00,$1439,3,1,"1,380",,2.00,1997,✔,Brazoria,,2023-06-18
188023,Residential,"Address:
      
        10545 FM 521 RD
              
        Locality:
    
                     77422 TX
            United States","10545 FM 521 RD",,Brazoria,77422,TX,Available,,"Friday, November 18, 2022","184,999","7,999","183,999","8,999","182,999",10999.00,$1699,2,1,"1,196",14810,2.00,1996,✔,Brazoria,"Geo Harrison",2023-09-20
129040,Residential,"Address:
      
        110 SPENCER ST
              
        Locality:
    
                     77422 TX
            United States","110 SPENCER ST",,Brazoria,77422,TX,Available,,,"164,999","6,999","162,999","8,999","159,999",11900.00,,2,1,"1,767",19646,0.00,1938,✔,Brazoria,"City of Brazoria 1980 and Older",2023-06-15
195059,Land,"Address:
      
        0 Quinto
                  Lot 17 Blk 8
              
        Locality:
    
                     77422 TX
            United States","0 Quinto","Lot 17 Blk 8",Brazoria,77422,TX,Available,,"Monday, November 28, 2022","29,999",499,"25,999","1,499","24,999",2999.00,,,,"8,028",,,,✔,Brazoria,"Las Playas Sec IV",2023-06-20
201062,Residential,"Address:
      
        2579 County Road 342
              
        Locality:
    
                     77422 TX
            United States","2579 County Road 342",,Brazoria,77422,TX,Available,,,"134,999","5,999","132,999","6,999","131,999",8999.00,,3,2,"1,080",65340,,2000,✔,Brazoria,"RAYBURN & RIGGS",2023-06-20
195058,Land,"Address:
      
        0 Ash Dr
                  Lot 73 Blk 6
              
        Locality:
    
                     77422 TX
            United States","0 Ash Dr","Lot 73 Blk 6",Brazoria,77422,TX,Available,,"Monday, November 28, 2022",,,,,,,,,,"10,300",,,,✔,Brazoria,"Las Playas Sec IV",2023-06-20
174049,Residential,"Address:
      
        220 3rd St.
              
        Locality:
    
                     77422 TX
            United States","220 3rd St.",,Brazoria,77422,TX,Unavailable,,,,,,,,,,3,2,"1,235",5200,,1947,✔,Brazoria,,
195057,Land,"Address:
      
        0 Quinto
                  Lot 24 Blk 8
              
        Locality:
    
                     77422 TX
            United States","0 Quinto","Lot 24 Blk 8",Brazoria,77422,TX,Available,,"Monday, November 28, 2022",,,,,,,,,,"8,028",,,,✔,,"Las Playas Sec IV",2023-01-06
195056,Land,"Address:
      
        0 Pine St
                  Lot 96 Blk 14
              
        Locality:
    
                     77422 TX
            United States","0 Pine St","Lot 96 Blk 14",Brazoria,77422,TX,Available,,,,,,,,,,,,"11,000",,,,✔,Brazoria,"Las Playas Sec IV",2023-06-20
129049,Land,"Address:
      
        0 CR 627
                  Tract 62
              
        Locality:
    
                     77422 TX
            United States","0 CR 627","Tract 62",Brazoria,77422,TX,"Sale Pending","Mirian Pahua","Thursday, August 24, 2023","58,999","2,999","57,999","3,999","56,777",5900.00,,,,"108,900",,,,✔,Brazoria,"Joseph Mims",2021-07-07
129042,Land,"Address:
      
        0 NORTH BELT DR LOT 23
              
        Locality:
    
                     77422 TX
            United States","0 NORTH BELT DR LOT 23",,Brazoria,77422,TX,Available,,,"30,500","1,699","28,500","2,999","26,500",3999.00,,,,"7,086",,,,✔,Brazoria,"LAS PLAYAS",2023-06-20
129043,Land,"Address:
      
        0 CUARTO ST
              
        Locality:
    
                     77422 TX
            United States","0 CUARTO ST",,Brazoria,77422,TX,Available,,,"29,900","1,499","27,900","2,499","25,900",3999.00,,,,"7,993",,,,✔,Brazoria,"Las Playas",2023-06-20
129044,Land,"Address:
      
        0 SEXTO ST
              
        Locality:
    
                     77422 TX
            United States","0 SEXTO ST",,Brazoria,77422,TX,Sold,"Martha L Cortes","Tuesday, May 02, 2023","36,900","1,699","34,900","2,999","32,900",4299.00,$299,,,"11,381",,,,✔,Brazoria,"Las Playas",2021-10-11
129041,Land,"Address:
      
        0 NORTH BELT LOT 26
              
        Locality:
    
                     77422 TX
            United States","0 NORTH BELT LOT 26",,Brazoria,77422,TX,Available,,,"27,900","1,499","25,900","2,499","23,900",3499.00,,,,"5,000",,,,✔,Brazoria,"Las Playas",2023-06-20
2008,Land,"Address:
      
        0 Pecan Hill Dr
                   Lot 34 Tract 87
              
        Locality:
    
                     77423 TX
            United States","0 Pecan Hill Dr","Lot 34 Tract 87",Brookshire,77423,TX,Available,,,"583,000","35,000","578,000","40,000","573,000",45000.00,3300,,,"293,594",293594,,,✔,"Fort Bend","Pecan Hill",2023-06-14
200079,Residential,"Address:
      
        3506 6th St
              
        Locality:
    
                     77423 TX
            United States","3506 6th St",,Brookshire,77423,TX,Sold,"John Moreno","Monday, May 01, 2023","173,499","7,999","172,055","8,999","170,833",10999.00,1499,1,1,758,,,1998,✔,Waller,,2023-03-24
200016,Residential,"Address:
      
        3702 Park St
              
        Locality:
    
                     77430 TX
            United States","3702 Park St",,Damon,77430,TX,Available,,,"114,999","3,500","113,999","4,500","112,999",6999.00,,3,2,"1,152",8364,0.00,1990,✔,Brazoria,Bebees,
188031,Residential,"Address:
      
        1015 N Liberty St
              
        Locality:
    
                     77437 TX
            United States","1015 N Liberty St",,"El Campo",77437,TX,Available,,,"239,999","14,999","237,999","17,999","235,999",21999.00,,,,"8,248",,,,✔,Wharton,E.T.ISAACSON,2023-09-07
198072,Land,"Address:
      
        0 Palacios St
              
        Locality:
    
                     77437 TX
            United States","0 Palacios St",,"El Campo",77437,TX,Available,,,,,,,,,,,,,,,,✔,Wharton,,2023-03-03
109033,Residential,"Address:
      
        805 E Calhoun St 
              
        Locality:
    
                     77437 TX
            United States","805 E Calhoun St",,"El Campo",77437,TX,Available,,"Thursday, July 13, 2023","65,999","1,695","64,999","3,500","63,500",4500.00,,2,1,608,6300,0.00,1948,✔,Wharton,"Otell 1st",2023-09-07
199021,Residential,"Address:
      
        904 Franklin St
              
        Locality:
    
                     77437 TX
            United States","904 Franklin St",,"El Campo",77437,TX,Available,,,"63,900","1,590","62,900","2,999","61,900",4999.00,,1,1,408,7500,,1940,✔,Wharton,"Sunnyside Gardens",2023-09-07
200080,Residential,"Address:
      
        608 Merchant St
              
        Locality:
    
                     77437 TX
            United States","608 Merchant St",,"El Campo",77437,TX,"Lease Pending","Sadiel Gamez","Monday, September 11, 2023","209,999","7,999","208,777","9,999","207,500",12999.00,$1650,2,2,"2,194",7000,2.00,1939,✔,Wharton,"Lundy Central",2023-09-07
165063,Residential,"Address:
      
        33210 Waltham Crossing
              
        Locality:
    
                     77441 TX
            United States","33210 Waltham Crossing",,Fulshear,77441,TX,Sold,"Evelyn Pacheco","Thursday, June 15, 2023","643,999","38,999","641,999","42,999","639,999",49999.00,,5,4+,"4,589",61367,4.00,2005,✔,"Fort Bend","Weston Lakes",2023-05-02
200029,Land,"Address:
      
        0 Wallis St
              
        Locality:
    
                     77441 TX
            United States","0 Wallis St",,Fulshear,77441,TX,Available,,,"168,999","6,900","167,999","8,999","166,777",10999.00,,,,"7,500",7500,,,✔,"Fort bend",,2023-09-07
,Land,"Address:
      
        0 FM 102
                  Tract 77B-2 23 Acres
              
        Locality:
    
                     77443 TX
            United States","0 FM 102","Tract 77B-2 23 Acres","Glen Flora",77443,TX,Available,,"Monday, September 12, 2022","569,000","25,000","565,000","29,900","561,000",35000.00,,,,"1,001,880",,,,✔,Wharton,,2022-09-12
174005,Land,"Address:
      
        0 Birdie Dr
                  Blk 1 Lot 65
              
        Locality:
    
                     77445 TX
            United States","0 Birdie Dr","Blk 1 Lot 65",Hempstead,77445,TX,Available,,,"71,999","4,999","70,999","5,999","69,999",6999.00,,,,"20,037",,,,✔,Waller,"Legendary Oaks",2023-02-03
174003,Land,"Address:
      
        0 Birdie Dr
                  Blk 1 Lot 64
              
        Locality:
    
                     77445 TX
            United States","0 Birdie Dr","Blk 1 Lot 64",Hempstead,77445,TX,Available,,,"71,999","4,999","70,999","5,999","69,999",6999.00,,,,"20,908",,,,✔,Waller,"Legendary Oaks",2021-07-04
203061,Land,"Address:
      
        0 23rd Street
              
        Locality:
    
                     77445 TX
            United States","0 23rd Street",,Hempstead,77445,TX,Available,,,,,,,,,,,,,3,,,✔,Waller,Hempstead,
174002,Land,"Address:
      
        0 Birdie Dr
                  Blk 1 Lot 63
              
        Locality:
    
                     77445 TX
            United States","0 Birdie Dr","Blk 1 Lot 63",Hempstead,77445,TX,Available,,,"78,499","5,999","77,499","6,999","76,499",7999.00,,,,"23,086",,,,✔,Waller,"Legendary Oaks",2023-02-03
173036,Land,"Address:
      
        0 25TH ST
                  LOT PT 6-10
              
        Locality:
    
                     77445 TX
            United States","0 25TH ST","LOT PT 6-10",Hempstead,77445,TX,Available,,"Tuesday, June 11, 2019","84,999","3,999","83,999","5,999",,,,,,"27,000",,,,✔,Waller,Hempstead,2021-07-04
203060,Land,"Address:
      
        0 Main St.
              
        Locality:
    
                     77445 TX
            United States","0 Main St.",,Hempstead,77445,TX,Available,,,,,,,,,,,,,6250,,,✔,Waller,Hempstead,
166039,Residential,"Address:
      
        24206 Beef Canyon Dr
              
        Locality:
    
                     77447 TX
            United States","24206 Beef Canyon Dr",,Hockley,77447,TX,Available,,,"228,999","6,999","227,999","8,999","226,777",10999.00,,4,2,"1,400",6300,0.00,1979,✔,Harris,"RANCH COUNTRY",2023-09-05
167044,Land,"Address:
      
        24380 LADY ELLEN DR
              
        Locality:
    
                     77447 TX
            United States","24380 LADY ELLEN DR",,Hockley,77447,TX,Available,,"Wednesday, October 28, 2020","78,999","3,700","77,999","4,900","76,777",5999.00,,,,"42,688",,,,✔,Waller,"Clear Creek Forest",2021-07-21
173003,Residential,"Address:
      
        19430 PLANTAIN DR
              
        Locality:
    
                     77449 TX
            United States","19430 PLANTAIN DR",,Katy,77449,TX,Leased,"John Moreno","Thursday, September 01, 2022","196,999","8,999","195,999","9,999","194,500",12999.00,$1499,3,1,"1,394",4200,,1983,✔,Harris,"Silvermill Sec 1",2022-08-15
170037,Residential,"Address:
      
        5339 MOUNTAIN FOREST DR
              
        Locality:
    
                     77449 TX
            United States","5339 MOUNTAIN FOREST DR",,Katy,77449,TX,Available,,,"269,999","10,999","268,999","12,999","267,500",14999.00,$1950,4,2,"1,297",5000,0.00,1984,✔,Harris,"WESTFIELD PINES",2023-09-05
127006,Land,"Address:
      
        0 Old Highway 59 (TR 58)
              
        Locality:
    
                     77451 TX
            United States","0 Old Highway 59 (TR 58)",,Kendleton,77451,TX,Available,,,"469,999","28,500","467,999","33,500","464,999",37500.00,,,,"424,710",,,,✔,"Fort Bend","I Mcgary",2023-06-07
